Country,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Exports of goods and services,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)",Gross National Income(GNI) in USD,Gross Domestic Product (GDP),Trade Balance,Sectoral Output
 D.R. of the Congo ,-1.1586,-0.08251,-0.189677,-0.243994,-0.23521,-0.16753,-0.179031,-0.151215,-0.140167,-0.160347,-0.167282,-0.169118,-0.00951749,-0.165124
 D.R. of the Congo ,-1.09149,-0.0949661,-0.186152,-0.235354,-0.222304,-0.16639,-0.175645,-0.151846,-0.145947,-0.164288,-0.168187,-0.169862,-0.033766,-0.165828
 D.R. of the Congo ,-1.02437,-0.108541,-0.188918,-0.239358,-0.222258,-0.167461,-0.178445,-0.151994,-0.147309,-0.165213,-0.170076,-0.171705,-0.0547769,-0.167403
 D.R. of the Congo ,-0.957254,-0.0902372,-0.192372,-0.241738,-0.231302,-0.16792,-0.181215,-0.151967,-0.147067,-0.165052,-0.170162,-0.171743,-0.0187308,-0.167438
 D.R. of the Congo ,-0.890138,-0.0973168,-0.19373,-0.240672,-0.231236,-0.170204,-0.184027,-0.152454,-0.151505,-0.168079,-0.172174,-0.173871,-0.0135544,-0.169557
 D.R. of the Congo ,-0.823022,-0.141166,-0.194598,-0.236144,-0.232635,-0.17535,-0.188829,-0.153228,-0.158564,-0.172897,-0.175243,-0.178602,0.0174142,-0.17432
 D.R. of the Congo ,-0.755907,-0.137366,-0.193635,-0.236063,-0.229019,-0.175096,-0.187953,-0.153221,-0.158501,-0.172854,-0.177545,-0.178103,-0.00151319,-0.173928
 D.R. of the Congo ,-0.688791,-0.125044,-0.194477,-0.236601,-0.225756,-0.174353,-0.187932,-0.152928,-0.155834,-0.171033,-0.173473,-0.176916,-0.0217627,-0.172847
 D.R. of the Congo ,-0.621675,-0.139897,-0.194174,-0.2561,-0.242624,-0.175366,-0.188548,-0.153033,-0.156794,-0.171688,-0.175541,-0.178217,-0.0326283,-0.173832
 D.R. of the Congo ,-0.55456,-0.132235,-0.193132,-0.254741,-0.241398,-0.173987,-0.186698,-0.152916,-0.155721,-0.170957,-0.17553,-0.177129,-0.032142,-0.172734
 D.R. of the Congo ,-0.487444,-0.0942771,-0.185956,-0.24462,-0.232681,-0.171031,-0.179296,-0.15188,-0.146267,-0.164503,-0.170145,-0.171364,-0.0262978,-0.167246
 D.R. of the Congo ,-0.420328,-0.0793184,-0.184276,-0.243233,-0.231337,-0.169713,-0.178817,-0.15097,-0.146727,-0.165326,-0.169736,-0.170477,-0.0262978,-0.166102
 D.R. of the Congo ,-0.353213,-0.0476356,-0.193692,-0.250929,-0.238796,-0.173372,-0.186674,-0.151796,-0.145565,-0.164006,-0.170507,-0.171335,-0.0262978,-0.167503
 D.R. of the Congo ,-0.286097,-0.0350968,-0.193476,-0.254922,-0.241852,-0.175687,-0.188321,-0.152412,-0.151113,-0.167804,-0.171634,-0.172532,-0.0306534,-0.168883
 D.R. of the Congo ,-0.218981,0.022721,-0.192786,-0.256114,-0.245918,-0.172668,-0.185394,-0.151972,-0.147178,-0.165109,-0.167541,-0.168504,-0.0150778,-0.164959
 D.R. of the Congo ,-0.151866,-0.0641524,-0.195725,-0.255202,-0.244332,-0.176991,-0.190942,-0.153297,-0.159149,-0.173322,-0.175435,-0.176396,-0.0188351,-0.172405
 D.R. of the Congo ,-0.0847501,-0.0677827,-0.195555,-0.25254,-0.242716,-0.176899,-0.190757,-0.153368,-0.159852,-0.173749,-0.175819,-0.176659,-0.0136804,-0.172617
 D.R. of the Congo ,-0.0176345,-0.117694,-0.19,-0.251404,-0.239099,-0.174708,-0.185188,-0.153006,-0.156714,-0.171608,-0.17565,-0.176447,-0.0271414,-0.172107
 D.R. of the Congo ,0.0494812,-0.0822759,-0.193948,-0.257013,-0.24665,-0.175987,-0.188803,-0.153153,-0.157543,-0.172345,-0.174559,-0.176179,-0.0158239,-0.172109
 D.R. of the Congo ,0.116597,-0.0796072,-0.193732,-0.250327,-0.23652,-0.176005,-0.188793,-0.153022,-0.156915,-0.171532,-0.174083,-0.175738,-0.0353528,-0.171799
 D.R. of the Congo ,0.183713,-0.0794712,-0.194728,-0.255272,-0.245964,-0.176854,-0.190334,-0.153242,-0.159239,-0.173362,-0.175136,-0.176848,-0.0104691,-0.17276
 D.R. of the Congo ,0.250828,-0.12709,-0.196152,-0.261652,-0.247287,-0.174609,-0.188913,-0.152875,-0.152892,-0.169888,-0.175456,-0.177276,-0.0364739,-0.172813
 D.R. of the Congo ,0.317944,-0.125158,-0.196436,-0.261389,-0.24844,-0.16981,-0.185829,-0.153032,-0.15867,-0.171622,-0.175506,-0.177267,-0.0289381,-0.172201
 D.R. of the Congo ,0.385059,-0.135666,-0.195376,-0.25929,-0.24788,-0.16866,-0.184465,-0.152658,-0.155567,-0.171661,-0.175055,-0.176881,-0.0210547,-0.171694
 D.R. of the Congo ,0.452175,-0.135459,-0.195798,-0.254846,-0.239605,-0.169915,-0.185632,-0.151958,-0.155049,-0.171383,-0.174786,-0.176668,-0.0422801,-0.171739
 D.R. of the Congo ,0.519291,-0.132227,-0.192779,-0.253728,-0.239295,-0.168864,-0.183062,-0.151357,-0.154764,-0.170781,-0.173525,-0.175287,-0.0381375,-0.1705
 D.R. of the Congo ,0.586406,-0.129179,-0.19189,-0.251413,-0.235005,-0.168017,-0.180758,-0.150473,-0.151449,-0.16863,-0.171618,-0.173593,-0.0490925,-0.168887
 D.R. of the Congo ,0.653522,-0.117198,-0.188456,-0.249178,-0.233444,-0.166431,-0.179232,-0.149356,-0.14752,-0.166199,-0.16952,-0.171067,-0.0458521,-0.166693
 D.R. of the Congo ,0.720638,-0.103559,-0.187031,-0.229717,-0.216379,-0.162891,-0.175979,-0.148634,-0.145175,-0.164096,-0.167427,-0.168746,-0.0362309,-0.164248
 D.R. of the Congo ,0.787753,-0.0822323,-0.185133,-0.222949,-0.205407,-0.162278,-0.169237,-0.148139,-0.141882,-0.165311,-0.164619,-0.165647,-0.0598428,-0.161731
 D.R. of the Congo ,0.854869,-0.0837404,-0.185834,-0.238518,-0.217136,-0.158982,-0.171047,-0.148584,-0.145324,-0.165165,-0.165619,-0.166805,-0.0778234,-0.162102
 D.R. of the Congo ,0.921985,-0.0786291,-0.196343,-0.216413,-0.195152,-0.159108,-0.158216,-0.148173,-0.144317,-0.163831,-0.162957,-0.163842,-0.0808141,-0.159593
 D.R. of the Congo ,0.9891,-0.0592012,-0.195956,-0.208723,-0.189057,-0.15638,-0.147723,-0.14742,-0.141506,-0.161643,-0.15871,-0.159501,-0.0735495,-0.155702
 D.R. of the Congo ,1.05622,-0.0446861,-0.195393,-0.215491,-0.193491,-0.153287,-0.142092,-0.146783,-0.137482,-0.158125,-0.155172,-0.15598,-0.0849199,-0.152615
 D.R. of the Congo ,1.12333,-0.0367392,-0.194966,-0.199021,-0.180201,-0.150243,-0.134185,-0.146289,-0.134126,-0.156027,-0.15363,-0.152561,-0.0706132,-0.149642
 D.R. of the Congo ,1.19045,-0.0279513,-0.194535,-0.191481,-0.171174,-0.147001,-0.12508,-0.145448,-0.131701,-0.154662,-0.148084,-0.149273,-0.079814,-0.146402
 D.R. of the Congo ,1.25756,-0.0205135,-0.194827,-0.206996,-0.188057,-0.141726,-0.123213,-0.144742,-0.127342,-0.151592,-0.146268,-0.147233,-0.069939,-0.143972
 D.R. of the Congo ,1.32468,-0.000515338,-0.19398,-0.216241,-0.188684,-0.135127,-0.121315,-0.143607,-0.128444,-0.146955,-0.143754,-0.144775,-0.114526,-0.140906
 D.R. of the Congo ,1.39179,-0.00755997,-0.193564,-0.190475,-0.172214,-0.13646,-0.124192,-0.144078,-0.13404,-0.147498,-0.146416,-0.147513,-0.0690293,-0.142596
 D.R. of the Congo ,1.45891,0.0307574,-0.191143,-0.175146,-0.155967,-0.130605,-0.100562,-0.141882,-0.127603,-0.14085,-0.137029,-0.13786,-0.0764613,-0.13357
 D.R. of the Congo ,1.52603,0.0410068,-0.191308,-0.180346,-0.162106,-0.124476,-0.107657,-0.140394,-0.125244,-0.138033,-0.136857,-0.137684,-0.0705858,-0.132432
 D.R. of the Congo ,1.59314,0.0435932,-0.191235,-0.202021,-0.173873,-0.129012,-0.113533,-0.141269,-0.124825,-0.13543,-0.138844,-0.139727,-0.120029,-0.134139
 D.R. of the Congo ,1.66026,0.0667551,-0.189835,-0.143303,-0.136788,-0.124833,-0.0893289,-0.14038,-0.118717,-0.134927,-0.131395,-0.132067,-0.0139509,-0.127181
 Cook Islands ,-1.76264,-0.193108,-0.201008,-0.267068,-0.254415,-0.179395,-0.196601,-0.154414,-0.169445,-0.180318,-0.183586,-0.185734,-0.026425,-0.180804
 Cook Islands ,-1.69553,-0.193109,-0.201008,-0.267077,-0.254418,-0.179395,-0.196601,-0.154413,-0.169445,-0.180318,-0.183586,-0.185734,-0.0264548,-0.180804
 Cook Islands ,-1.62841,-0.193111,-0.20101,-0.267075,-0.254419,-0.179396,-0.196601,-0.154412,-0.169446,-0.180317,-0.183585,-0.185734,-0.0264414,-0.180803
 Cook Islands ,-1.56129,-0.1931,-0.201009,-0.267054,-0.25441,-0.179395,-0.1966,-0.15441,-0.169442,-0.180311,-0.183582,-0.18573,-0.026376,-0.1808
 Cook Islands ,-1.49418,-0.193094,-0.201009,-0.267048,-0.254392,-0.179395,-0.1966,-0.154408,-0.169439,-0.180303,-0.183579,-0.185728,-0.0264421,-0.180798
 Cook Islands ,-1.42706,-0.193104,-0.201013,-0.267057,-0.254373,-0.179396,-0.196602,-0.154408,-0.169439,-0.180298,-0.183579,-0.185728,-0.0265894,-0.180799
 Cook Islands ,-1.35995,-0.193115,-0.201017,-0.267065,-0.254369,-0.179397,-0.196603,-0.154409,-0.169438,-0.180294,-0.18358,-0.185729,-0.0266536,-0.180799
 Cook Islands ,-1.29283,-0.193098,-0.201015,-0.267061,-0.254348,-0.179397,-0.196603,-0.154408,-0.169436,-0.180285,-0.183578,-0.185726,-0.0267442,-0.180797
 Cook Islands ,-1.22572,-0.193085,-0.201009,-0.267049,-0.254334,-0.179396,-0.196602,-0.154406,-0.169438,-0.180276,-0.183575,-0.185723,-0.0267586,-0.180794
 Cook Islands ,-1.1586,-0.193099,-0.201009,-0.267016,-0.254308,-0.179396,-0.196602,-0.154404,-0.169436,-0.180274,-0.183572,-0.18572,-0.0267269,-0.180793
 Cook Islands ,-1.09149,-0.193113,-0.20101,-0.267003,-0.254305,-0.179396,-0.196602,-0.154402,-0.169434,-0.180274,-0.183569,-0.185717,-0.0266746,-0.180793
 Cook Islands ,-1.02437,-0.193129,-0.201012,-0.266988,-0.254296,-0.179397,-0.196603,-0.154401,-0.169433,-0.180277,-0.183568,-0.185717,-0.0266456,-0.180794
 Cook Islands ,-0.957254,-0.193142,-0.201014,-0.266997,-0.254325,-0.179398,-0.196603,-0.1544,-0.169433,-0.180281,-0.183568,-0.185717,-0.0265396,-0.180795
 Cook Islands ,-0.890138,-0.193146,-0.201015,-0.267004,-0.254309,-0.179396,-0.196601,-0.154399,-0.169434,-0.180284,-0.183568,-0.185717,-0.0266558,-0.180794
 Cook Islands ,-0.823022,-0.193149,-0.201016,-0.266981,-0.254327,-0.179395,-0.196599,-0.154398,-0.169432,-0.18028,-0.183567,-0.185716,-0.0264427,-0.180793
 Cook Islands ,-0.755907,-0.19315,-0.201013,-0.266997,-0.254305,-0.179395,-0.196601,-0.154396,-0.16943,-0.180278,-0.183566,-0.185714,-0.0266441,-0.180792
 Cook Islands ,-0.688791,-0.193146,-0.201,-0.266917,-0.254288,-0.179392,-0.196596,-0.154387,-0.169419,-0.180271,-0.183557,-0.185705,-0.0263208,-0.180784
 Cook Islands ,-0.621675,-0.193135,-0.201003,-0.266797,-0.254239,-0.179388,-0.196593,-0.154377,-0.16941,-0.180254,-0.183546,-0.185694,-0.025958,-0.180776
 Cook Islands ,-0.55456,-0.193102,-0.201001,-0.266902,-0.254182,-0.179389,-0.196592,-0.154362,-0.169404,-0.180245,-0.183532,-0.18568,-0.0268122,-0.180766
 Cook Islands ,-0.487444,-0.193097,-0.201007,-0.266966,-0.254179,-0.179391,-0.196594,-0.154359,-0.169402,-0.18024,-0.183532,-0.18568,-0.0271602,-0.180765
 Cook Islands ,-0.420328,-0.193084,-0.201009,-0.266845,-0.254135,-0.179388,-0.196588,-0.154357,-0.169399,-0.180222,-0.183524,-0.185672,-0.0267634,-0.18076
 Cook Islands ,-0.353213,-0.193078,-0.200985,-0.266779,-0.254199,-0.179392,-0.196592,-0.154359,-0.169381,-0.18021,-0.183517,-0.185665,-0.026079,-0.180758
 Cook Islands ,-0.286097,-0.19309,-0.200961,-0.266891,-0.254214,-0.179391,-0.196591,-0.154353,-0.169383,-0.180197,-0.183515,-0.185663,-0.0265776,-0.180753
 Cook Islands ,-0.218981,-0.193079,-0.200989,-0.26684,-0.254202,-0.179389,-0.196585,-0.154343,-0.169366,-0.18018,-0.183505,-0.185653,-0.0263816,-0.180744
 Cook Islands ,-0.151866,-0.193062,-0.200982,-0.266794,-0.254242,-0.179387,-0.19658,-0.154329,-0.169353,-0.180146,-0.183488,-0.185635,-0.0259268,-0.180731
 Cook Islands ,-0.0847501,-0.193048,-0.200993,-0.266786,-0.254168,-0.179387,-0.196579,-0.154305,-0.169345,-0.180141,-0.183481,-0.185628,-0.0262845,-0.180719
 Cook Islands ,-0.0176345,-0.193026,-0.200988,-0.266769,-0.254194,-0.179388,-0.196581,-0.154311,-0.16934,-0.180129,-0.18348,-0.185627,-0.0260581,-0.18072
 Cook Islands ,0.0494812,-0.19303,-0.200989,-0.266764,-0.254164,-0.179388,-0.196585,-0.154324,-0.169345,-0.180135,-0.183489,-0.185637,-0.0261893,-0.180727
 Cook Islands ,0.116597,-0.193019,-0.200991,-0.266821,-0.254224,-0.179388,-0.196585,-0.15434,-0.169372,-0.180163,-0.183503,-0.185651,-0.0261659,-0.180739
 Cook Islands ,0.183713,-0.193004,-0.200988,-0.266731,-0.254167,-0.179387,-0.196583,-0.154341,-0.169355,-0.180146,-0.183496,-0.185644,-0.0259985,-0.180735
 Cook Islands ,0.250828,-0.193025,-0.200986,-0.266673,-0.254104,-0.179386,-0.196585,-0.154351,-0.169348,-0.180129,-0.183496,-0.185644,-0.0260379,-0.180738
 Cook Islands ,0.317944,-0.193054,-0.20098,-0.266664,-0.254126,-0.179385,-0.196584,-0.154341,-0.169347,-0.18011,-0.183491,-0.185639,-0.0258765,-0.180732
 Cook Islands ,0.385059,-0.193044,-0.200973,-0.266651,-0.25411,-0.17938,-0.196579,-0.154329,-0.169334,-0.180073,-0.183475,-0.185623,-0.0258928,-0.180718
 Cook Islands ,0.452175,-0.192956,-0.200934,-0.26649,-0.253961,-0.179373,-0.196561,-0.154303,-0.169296,-0.179981,-0.183429,-0.185576,-0.025856,-0.180684
 Cook Islands ,0.519291,-0.19298,-0.200911,-0.266441,-0.253898,-0.179367,-0.196562,-0.154282,-0.169284,-0.179879,-0.183401,-0.185548,-0.0259414,-0.18066
 Cook Islands ,0.586406,-0.19297,-0.200914,-0.266351,-0.253861,-0.179366,-0.19656,-0.154264,-0.169254,-0.179924,-0.183397,-0.185543,-0.0256714,-0.180655
 Cook Islands ,0.653522,-0.193009,-0.200912,-0.266277,-0.253765,-0.17937,-0.196566,-0.154263,-0.169236,-0.179898,-0.183391,-0.185538,-0.0257986,-0.180653
 Cook Islands ,0.720638,-0.193016,-0.200883,-0.266112,-0.253704,-0.17936,-0.19655,-0.154245,-0.169174,-0.17986,-0.183369,-0.185516,-0.0252704,-0.18063
 Cook Islands ,0.787753,-0.193,-0.2009,-0.266019,-0.253479,-0.179366,-0.196561,-0.154234,-0.169198,-0.179874,-0.18337,-0.185517,-0.0259905,-0.180632
 Cook Islands ,0.854869,-0.193032,-0.200911,-0.26615,-0.253883,-0.17937,-0.196558,-0.15424,-0.169172,-0.179887,-0.18338,-0.185527,-0.0245089,-0.180636
 Cook Islands ,0.921985,-0.192994,-0.200911,-0.265991,-0.253732,-0.17937,-0.196554,-0.154208,-0.169194,-0.179844,-0.183355,-0.185501,-0.0244964,-0.180617
 Cook Islands ,0.9891,-0.192981,-0.200923,-0.265867,-0.253596,-0.179362,-0.196548,-0.154189,-0.169182,-0.179731,-0.183323,-0.18547,-0.0245754,-0.180592
 Cook Islands ,1.05622,-0.192942,-0.200838,-0.265684,-0.253553,-0.179361,-0.196539,-0.154182,-0.169136,-0.179674,-0.183296,-0.185442,-0.0238556,-0.180571
 Cook Islands ,1.12333,-0.192945,-0.200895,-0.265559,-0.253476,-0.179363,-0.196549,-0.15418,-0.16911,-0.179711,-0.183306,-0.185452,-0.0236235,-0.180577
 Cook Islands ,1.19045,-0.192923,-0.200883,-0.265483,-0.253444,-0.179366,-0.196546,-0.154173,-0.169045,-0.179663,-0.183276,-0.185421,-0.023401,-0.180562
 Cook Islands ,1.25756,-0.192967,-0.200672,-0.265652,-0.253549,-0.179365,-0.196547,-0.154185,-0.169054,-0.179759,-0.183293,-0.185439,-0.0237122,-0.180572
 Cook Islands ,1.32468,-0.192977,-0.200893,-0.265498,-0.253512,-0.179364,-0.19654,-0.154176,-0.169028,-0.179687,-0.183285,-0.185431,-0.023114,-0.180566
 Cook Islands ,1.39179,-0.192931,-0.20081,-0.265567,-0.253146,-0.179357,-0.196533,-0.15416,-0.168949,-0.179615,-0.183249,-0.185395,-0.0254299,-0.180536
 Cook Islands ,1.45891,-0.19294,-0.200831,-0.265357,-0.253263,-0.179357,-0.196536,-0.154157,-0.168928,-0.179558,-0.183232,-0.185377,-0.0237173,-0.180528
 Cook Islands ,1.52603,-0.192963,-0.200752,-0.265341,-0.253365,-0.179358,-0.196543,-0.154147,-0.16898,-0.179596,-0.183238,-0.185383,-0.0230854,-0.180531
 Cook Islands ,1.59314,-0.192989,-0.200836,-0.265764,-0.253503,-0.179358,-0.196539,-0.154172,-0.169103,-0.179871,-0.183312,-0.185458,-0.024538,-0.180589
 Cook Islands ,1.66026,-0.192959,-0.200821,-0.265523,-0.253396,-0.179328,-0.196494,-0.154138,-0.169058,-0.179744,-0.183267,-0.185413,-0.02386,-0.180541
 Costa Rica ,-1.76264,-0.188346,-0.199684,-0.265367,-0.252146,-0.178021,-0.195386,-0.153751,-0.168642,-0.17864,-0.182342,-0.184469,-0.0297435,-0.179588
 Costa Rica ,-1.69553,-0.188382,-0.199364,-0.265274,-0.251741,-0.177845,-0.195226,-0.15369,-0.168517,-0.178467,-0.182225,-0.184349,-0.0314301,-0.179462
 Costa Rica ,-1.62841,-0.187755,-0.198974,-0.26473,-0.251374,-0.17759,-0.194992,-0.153588,-0.168383,-0.178262,-0.182047,-0.18414,-0.030573,-0.179261
 Costa Rica ,-1.56129,-0.186436,-0.198577,-0.264115,-0.250616,-0.177047,-0.194536,-0.153435,-0.168166,-0.177717,-0.181677,-0.183763,-0.0314372,-0.17888
 Costa Rica ,-1.49418,-0.186125,-0.198219,-0.263597,-0.248982,-0.176753,-0.194283,-0.153376,-0.167991,-0.177458,-0.181493,-0.183585,-0.0374905,-0.17869
 Costa Rica ,-1.42706,-0.184484,-0.197769,-0.263361,-0.249299,-0.176349,-0.193892,-0.15315,-0.167646,-0.177278,-0.181142,-0.183203,-0.0345723,-0.178332
 Costa Rica ,-1.35995,-0.182461,-0.196554,-0.262674,-0.248707,-0.175769,-0.193354,-0.152859,-0.167266,-0.176681,-0.18057,-0.182618,-0.0341781,-0.17779
 Costa Rica ,-1.29283,-0.178517,-0.195901,-0.261077,-0.246827,-0.174945,-0.192602,-0.152504,-0.166955,-0.17544,-0.179722,-0.181762,-0.0359501,-0.177027
 Costa Rica ,-1.22572,-0.177496,-0.194791,-0.260794,-0.245778,-0.174358,-0.192098,-0.152162,-0.166529,-0.174664,-0.179177,-0.181178,-0.0400984,-0.176484
 Costa Rica ,-1.1586,-0.176899,-0.192717,-0.260199,-0.244191,-0.173757,-0.191568,-0.151811,-0.166144,-0.173611,-0.178575,-0.180513,-0.045502,-0.175872
 Costa Rica ,-1.09149,-0.174423,-0.191337,-0.258972,-0.242285,-0.172537,-0.190392,-0.151248,-0.165459,-0.172412,-0.177654,-0.179481,-0.0493364,-0.174877
 Costa Rica ,-1.02437,-0.18001,-0.196657,-0.259888,-0.245815,-0.175604,-0.193127,-0.152878,-0.167149,-0.176392,-0.180589,-0.182344,-0.0352035,-0.177603
 Costa Rica ,-0.957254,-0.179258,-0.198446,-0.259634,-0.246946,-0.175352,-0.192942,-0.153117,-0.167099,-0.175721,-0.180785,-0.182366,-0.0278358,-0.177598
 Costa Rica ,-0.890138,-0.178086,-0.198065,-0.259896,-0.246545,-0.174148,-0.191642,-0.152739,-0.166452,-0.175266,-0.179961,-0.181666,-0.0313352,-0.176846
 Costa Rica ,-0.823022,-0.176252,-0.196837,-0.259104,-0.245956,-0.173111,-0.190762,-0.152456,-0.165997,-0.174521,-0.179268,-0.181,-0.0303825,-0.176156
 Costa Rica ,-0.755907,-0.177042,-0.196523,-0.259443,-0.245747,-0.172782,-0.190481,-0.152117,-0.165651,-0.173778,-0.17889,-0.180659,-0.0332597,-0.175805
 Costa Rica ,-0.688791,-0.17311,-0.196362,-0.258329,-0.245273,-0.172228,-0.189988,-0.151724,-0.165373,-0.173426,-0.178255,-0.180035,-0.0300162,-0.175249
 Costa Rica ,-0.621675,-0.17532,-0.196338,-0.257989,-0.243367,-0.172015,-0.189788,-0.151438,-0.165054,-0.172725,-0.178124,-0.179869,-0.0384512,-0.175024
 Costa Rica ,-0.55456,-0.175123,-0.196557,-0.257123,-0.243154,-0.171902,-0.189702,-0.151307,-0.164956,-0.172731,-0.178073,-0.179764,-0.0351036,-0.17493
 Costa Rica ,-0.487444,-0.173558,-0.195328,-0.255524,-0.240605,-0.171277,-0.189035,-0.150691,-0.164408,-0.172011,-0.177332,-0.17897,-0.040444,-0.174206
 Costa Rica ,-0.420328,-0.173526,-0.195133,-0.254691,-0.238348,-0.17095,-0.188702,-0.150086,-0.163777,-0.170969,-0.176523,-0.178343,-0.0482012,-0.173648
 Costa Rica ,-0.353213,-0.171874,-0.195896,-0.253365,-0.239311,-0.170816,-0.188495,-0.150335,-0.1637,-0.171035,-0.176544,-0.178437,-0.0361722,-0.173672
 Costa Rica ,-0.286097,-0.167918,-0.194479,-0.249833,-0.235108,-0.169118,-0.18685,-0.149715,-0.162888,-0.169413,-0.175181,-0.177047,-0.0403482,-0.172376
 Costa Rica ,-0.218981,-0.165084,-0.19313,-0.247364,-0.231475,-0.168441,-0.186061,-0.148873,-0.16217,-0.168101,-0.174165,-0.176013,-0.0469787,-0.171389
 Costa Rica ,-0.151866,-0.161155,-0.192202,-0.245593,-0.230004,-0.1678,-0.185481,-0.148022,-0.161804,-0.16781,-0.173141,-0.175094,-0.0456647,-0.170575
 Costa Rica ,-0.0847501,-0.156583,-0.190923,-0.24188,-0.22777,-0.166643,-0.184437,-0.147312,-0.161276,-0.167001,-0.172107,-0.173992,-0.0383628,-0.169542
 Costa Rica ,-0.0176345,-0.158142,-0.192832,-0.240389,-0.225969,-0.166432,-0.184174,-0.14698,-0.161477,-0.167015,-0.17195,-0.173883,-0.0402661,-0.169477
 Costa Rica ,0.0494812,-0.154084,-0.192104,-0.237097,-0.222316,-0.165163,-0.183163,-0.146384,-0.161087,-0.166042,-0.171026,-0.172933,-0.0427382,-0.168514
 Costa Rica ,0.116597,-0.150383,-0.190164,-0.232716,-0.218024,-0.164362,-0.182341,-0.145501,-0.161166,-0.16478,-0.170101,-0.171849,-0.0429823,-0.167498
 Costa Rica ,0.183713,-0.153925,-0.190069,-0.232422,-0.218944,-0.163958,-0.18183,-0.144473,-0.161309,-0.164777,-0.169781,-0.171267,-0.0365392,-0.167036
 Costa Rica ,0.250828,-0.15876,-0.18993,-0.230254,-0.218204,-0.163448,-0.181142,-0.143442,-0.160241,-0.164307,-0.169187,-0.170496,-0.0292552,-0.166414
 Costa Rica ,0.317944,-0.159996,-0.187918,-0.230104,-0.218757,-0.163251,-0.180631,-0.14247,-0.159204,-0.163583,-0.168265,-0.169519,-0.0255191,-0.165657
 Costa Rica ,0.385059,-0.158546,-0.188534,-0.229925,-0.216633,-0.162674,-0.180274,-0.141717,-0.158151,-0.16353,-0.167686,-0.168907,-0.0359574,-0.165066
 Costa Rica ,0.452175,-0.155333,-0.188275,-0.226942,-0.213647,-0.162267,-0.179848,-0.141199,-0.157028,-0.162817,-0.167025,-0.168203,-0.0364604,-0.1644
 Costa Rica ,0.519291,-0.152343,-0.185339,-0.222194,-0.210077,-0.161169,-0.178577,-0.140328,-0.155798,-0.161737,-0.165669,-0.166843,-0.0309398,-0.163158
 Costa Rica ,0.586406,-0.150339,-0.184905,-0.217292,-0.203645,-0.159789,-0.177384,-0.139092,-0.154337,-0.160384,-0.164193,-0.165387,-0.0399307,-0.161825
 Costa Rica ,0.653522,-0.145719,-0.181458,-0.210855,-0.195943,-0.15768,-0.175722,-0.137029,-0.151877,-0.157471,-0.161417,-0.162676,-0.0477593,-0.159445
 Costa Rica ,0.720638,-0.140431,-0.17307,-0.204723,-0.186125,-0.154244,-0.172797,-0.133927,-0.14893,-0.153159,-0.157255,-0.158439,-0.0684886,-0.155733
 Costa Rica ,0.787753,-0.13991,-0.16511,-0.19876,-0.173228,-0.15236,-0.170741,-0.130078,-0.146179,-0.148832,-0.153212,-0.154461,-0.10657,-0.152302
 Costa Rica ,0.854869,-0.139453,-0.164463,-0.206223,-0.194622,-0.154159,-0.171001,-0.127865,-0.147222,-0.15247,-0.153691,-0.154518,-0.0308081,-0.152166
 Costa Rica ,0.921985,-0.132642,-0.158808,-0.196416,-0.182091,-0.14756,-0.164994,-0.121291,-0.140961,-0.146843,-0.146933,-0.147496,-0.0469931,-0.145556
 Costa Rica ,0.9891,-0.133821,-0.15486,-0.187707,-0.168763,-0.143938,-0.161774,-0.115966,-0.135832,-0.142129,-0.142032,-0.142312,-0.0731418,-0.141013
